"image_id","owner_id","title","datetaken","latitude","longitude","url_small_image","classification_score","latin_name","common_name_english","image_license_code","image_license","url_large_image","image_information_link","rand_id"
2105330802,"21748777@N04","Lower Whitle Farm garden 00051","2003-10-06",53.176424,-1.842935,"https://live.staticflickr.com/2069/2105330802_c53e12058c_m.jpg",0.09251435101,"Centranthus ruber","Jupiter's-beard",0,"All Rights Reserved","https://live.staticflickr.com/2069/2105330802_c53e12058c_b.jpg","https://www.flickr.com/photos/21748777@N04/2105330802",4323
3165158732,"30132668@N07","Honey Bee","2004-01-03",53.225941,-1.608273,"https://live.staticflickr.com/3263/3165158732_e9cb88afb9_m.jpg",0.5490518808,"Inula montana",NA,1,"Attribution-NonCommercial-ShareAlike License","https://live.staticflickr.com/3263/3165158732_e9cb88afb9_b.jpg","https://www.flickr.com/photos/30132668@N07/3165158732",5239
2104787367,"21748777@N04","124-2468_IMG","2004-05-15",53.176424,-1.842935,"https://live.staticflickr.com/2277/2104787367_49337aa8ff_m.jpg",0.2688527703,"Ranunculus asiaticus","Persian buttercup",0,"All Rights Reserved","https://live.staticflickr.com/2277/2104787367_49337aa8ff_b.jpg","https://www.flickr.com/photos/21748777@N04/2104787367",1963
2217551186,"20987962@N03","Haddon Hall","2004-08-26",53.193892,-1.649773,"https://live.staticflickr.com/2282/2217551186_d7805c911f_m.jpg",0.1991919726,"Rosa arvensis","Field rose",0,"All Rights Reserved","https://live.staticflickr.com/2282/2217551186_d7805c911f_b.jpg","https://www.flickr.com/photos/20987962@N03/2217551186",4651
15777938,"31736360@N00","Bluebells - Honley Woods","2005-05-26",53.595256,-1.833,"https://live.staticflickr.com/13/15777938_2bd3be3b62_m.jpg",0.6418383718,"Hyacinthoides non-scripta","Wood-hyacinth",5,"Attribution-ShareAlike License","https://live.staticflickr.com/13/15777938_2bd3be3b62_b.jpg","https://www.flickr.com/photos/31736360@N00/15777938",1636
36486224,"54774885@N00","Guard dogs & flowers","2005-08-06",53.3639,-2.0074,"https://live.staticflickr.com/29/36486224_ccdeac3b0e_m.jpg",0.01254685223,"Quercus ilex","Evergreen oak",0,"All Rights Reserved","https://live.staticflickr.com/29/36486224_ccdeac3b0e_b.jpg","https://www.flickr.com/photos/54774885@N00/36486224",1836
33469834,"16552084@N00","Thistles","2005-08-08",53.245386,-1.933701,"https://live.staticflickr.com/21/33469834_84d0e162d9_m.jpg",0.3606674075,"Centaurea nigra","Common knapweed",4,"Attribution License","https://live.staticflickr.com/21/33469834_84d0e162d9_b.jpg","https://www.flickr.com/photos/16552084@N00/33469834",4536
34798419,"16552084@N00","Old Hall Hotel","2005-08-17",53.258176,-1.915343,"https://live.staticflickr.com/22/34798419_b006f97e21_m.jpg",0.07206145674,"Thunbergia grandiflora","Bengal Clock Vine",4,"Attribution License","https://live.staticflickr.com/22/34798419_b006f97e21_b.jpg","https://www.flickr.com/photos/16552084@N00/34798419",5205
374673760,"86109349@N00","Waterlily","2005-08-20",53.222865,-1.610269,"https://live.staticflickr.com/141/374673760_13362c8e2f_m.jpg",0.5912954211,"Nymphaea odorata","Fragrant water-lily",0,"All Rights Reserved","https://live.staticflickr.com/141/374673760_13362c8e2f_b.jpg","https://www.flickr.com/photos/86109349@N00/374673760",1758
37998804,"54601101@N00","Howden Moors","2005-08-28",53.4171,-1.7341,"https://live.staticflickr.com/33/37998804_6e30c2f186_m.jpg",0.7185185552,"Calluna vulgaris","Heather",0,"All Rights Reserved","https://live.staticflickr.com/33/37998804_6e30c2f186_b.jpg","https://www.flickr.com/photos/54601101@N00/37998804",4715
5853043501,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/3281/5853043501_9208a9b7b9_m.jpg",0.6524392366,"Heracleum sphondylium","Cow-parsnip",0,"All Rights Reserved","https://live.staticflickr.com/3281/5853043501_9208a9b7b9_b.jpg","https://www.flickr.com/photos/40076544@N04/5853043501",3272
5853067809,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/3246/5853067809_395764fb17_m.jpg",0.1657010615,"Lupinus texensis","Texas bluebonnet",0,"All Rights Reserved","https://live.staticflickr.com/3246/5853067809_395764fb17_b.jpg","https://www.flickr.com/photos/40076544@N04/5853067809",1661
5853057939,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/5195/5853057939_59b8cc8142_m.jpg",0.746676743,"Paeonia officinalis","Common peony",0,"All Rights Reserved","https://live.staticflickr.com/5195/5853057939_59b8cc8142_b.jpg","https://www.flickr.com/photos/40076544@N04/5853057939",4652
5853608662,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/5303/5853608662_3de55198d8_m.jpg",0.449918896,"Rosa chinensis","Bengal rose",0,"All Rights Reserved","https://live.staticflickr.com/5303/5853608662_3de55198d8_b.jpg","https://www.flickr.com/photos/40076544@N04/5853608662",523
5853614656,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/5156/5853614656_b0009787ae_m.jpg",0.7808183432,"Paeonia officinalis","Common peony",0,"All Rights Reserved","https://live.staticflickr.com/5156/5853614656_b0009787ae_b.jpg","https://www.flickr.com/photos/40076544@N04/5853614656",3344
5853064177,"40076544@N04","Chatsworth House","2006-02-12",53.226886,-1.606085,"https://live.staticflickr.com/5301/5853064177_778a1bdddc_m.jpg",0.9754009247,"Kalmia latifolia","Calico-bush",0,"All Rights Reserved","https://live.staticflickr.com/5301/5853064177_778a1bdddc_b.jpg","https://www.flickr.com/photos/40076544@N04/5853064177",3307
5454767802,"59383938@N04","Chatsworth House","2006-04-03",53.227958,-1.611539,"https://live.staticflickr.com/5296/5454767802_5a224aa72e_m.jpg",0.4338502884,"Tulipa aximensis",NA,0,"All Rights Reserved","https://live.staticflickr.com/5296/5454767802_5a224aa72e_b.jpg","https://www.flickr.com/photos/59383938@N04/5454767802",4943
5454767444,"59383938@N04","Chatsworth House","2006-04-03",53.228199,-1.611664,"https://live.staticflickr.com/5297/5454767444_a899d14abd_m.jpg",0.5684823394,"Tulipa gesneriana","Gesner's tulip",0,"All Rights Reserved","https://live.staticflickr.com/5297/5454767444_a899d14abd_b.jpg","https://www.flickr.com/photos/59383938@N04/5454767444",2338
3197151615,"9009028@N06","Abutilon","2006-05-17",53.259186,-1.915655,"https://live.staticflickr.com/3263/3197151615_3a1e0d7081_m.jpg",0.5255695581,"Abutilon pictum","Abutilon",0,"All Rights Reserved","https://live.staticflickr.com/3263/3197151615_3a1e0d7081_b.jpg","https://www.flickr.com/photos/9009028@N06/3197151615",4938
159586705,"29393546@N00","pict7980","2006-05-27",53.228138,-1.611418,"https://live.staticflickr.com/50/159586705_1086fa4005_m.jpg",0.4941384196,"Acer grandidentatum","Bigtooth maple",0,"All Rights Reserved","https://live.staticflickr.com/50/159586705_1086fa4005_b.jpg","https://www.flickr.com/photos/29393546@N00/159586705",455
174793086,"14414243@N00","Bakewell well dressing","2006-06-24",53.213467,-1.675823,"https://live.staticflickr.com/74/174793086_e98796a0a6_m.jpg",0.03067819402,"Cucurbita pepo","Bitter bottle gourd",0,"All Rights Reserved","https://live.staticflickr.com/74/174793086_e98796a0a6_b.jpg","https://www.flickr.com/photos/14414243@N00/174793086",3430
174793087,"14414243@N00","Bakewell well dressing","2006-06-24",53.212715,-1.677496,"https://live.staticflickr.com/53/174793087_e276ac6ec7_m.jpg",0.08011920005,"Tanacetum bipinnatum","Lake Huron tansy",0,"All Rights Reserved","https://live.staticflickr.com/53/174793087_e276ac6ec7_b.jpg","https://www.flickr.com/photos/14414243@N00/174793087",1395
174805145,"14414243@N00","Daisies","2006-06-24",53.17717,-1.681509,"https://live.staticflickr.com/53/174805145_af16d49816_m.jpg",0.237071678,"Bellis perennis","Daisy",0,"All Rights Reserved","https://live.staticflickr.com/53/174805145_af16d49816_b.jpg","https://www.flickr.com/photos/14414243@N00/174805145",1252
174805142,"14414243@N00","Kids detail","2006-06-24",53.175203,-1.686616,"https://live.staticflickr.com/44/174805142_cbcb85b1a3_m.jpg",0.1395788193,"Phoenix dactylifera","Date",0,"All Rights Reserved","https://live.staticflickr.com/44/174805142_cbcb85b1a3_b.jpg","https://www.flickr.com/photos/14414243@N00/174805142",3991
231613516,"25305687@N00","IMG_0952","2006-07-30",53.166537,-1.621543,"https://live.staticflickr.com/84/231613516_ae5839abf4_m.jpg",0.2854716182,"Sorbus × thuringiaca",NA,1,"Attribution-NonCommercial-ShareAlike License","https://live.staticflickr.com/84/231613516_ae5839abf4_b.jpg","https://www.flickr.com/photos/25305687@N00/231613516",2480
2385152440,"25275101@N04","Dahlia, Chatsworth House gardens","2006-08-27",53.22289,-1.667904,"https://live.staticflickr.com/2172/2385152440_b9758b65a5_m.jpg",0.6587172151,"Dahlia x cultorum","Garden Dahlia",0,"All Rights Reserved","https://live.staticflickr.com/2172/2385152440_b9758b65a5_b.jpg","https://www.flickr.com/photos/25275101@N04/2385152440",3563
2384320135,"25275101@N04","Dahlia, Chatsworth House gardens","2006-08-27",53.22289,-1.667904,"https://live.staticflickr.com/2125/2384320135_b449615450_m.jpg",0.8435127139,"Dahlia x cultorum","Garden Dahlia",0,"All Rights Reserved","https://live.staticflickr.com/2125/2384320135_b449615450_b.jpg","https://www.flickr.com/photos/25275101@N04/2384320135",2553
2384318883,"25275101@N04","Dahlia, Chatsworth House gardens","2006-08-27",53.22289,-1.667904,"https://live.staticflickr.com/3021/2384318883_2b76f94c2b_m.jpg",0.6226550341,"Dahlia x cultorum","Garden Dahlia",0,"All Rights Reserved","https://live.staticflickr.com/3021/2384318883_2b76f94c2b_b.jpg","https://www.flickr.com/photos/25275101@N04/2384318883",5050
2385153898,"25275101@N04","Dahlia, Chatsworth House gardens","2006-08-27",53.22289,-1.667904,"https://live.staticflickr.com/2186/2385153898_65928e2c60_m.jpg",0.8456026316,"Dahlia x cultorum","Garden Dahlia",0,"All Rights Reserved","https://live.staticflickr.com/2186/2385153898_65928e2c60_b.jpg","https://www.flickr.com/photos/25275101@N04/2385153898",4656
257780592,"81628036@N00","Oak","2006-10-01",53.424303,-1.638454,"https://live.staticflickr.com/119/257780592_98f24b614a_m.jpg",0.3433390558,"Quercus petraea","Sessile oak",3,"Attribution-NonCommercial-NoDerivs License","https://live.staticflickr.com/119/257780592_98f24b614a_b.jpg","https://www.flickr.com/photos/81628036@N00/257780592",5405
382996342,"81073654@N00","Late Dahlia's late guest","2006-10-29",53.602335,-1.800127,"https://live.staticflickr.com/123/382996342_9d7174a384_m.jpg",0.2297731936,"Coreopsis lanceolata","Garden coreopsis",4,"Attribution License","https://live.staticflickr.com/123/382996342_9d7174a384_b.jpg","https://www.flickr.com/photos/81073654@N00/382996342",2548
355128101,"81073654@N00","Rhubarb and custard anyone?","2006-10-29",53.602335,-1.800127,"https://live.staticflickr.com/148/355128101_87e559514c_m.jpg",0.6622155309,"Rudbeckia fulgida","Orange coneflower",4,"Attribution License","https://live.staticflickr.com/148/355128101_87e559514c_b.jpg","https://www.flickr.com/photos/81073654@N00/355128101",3659
283455362,"10651136@N00","The old village cross in autumn","2006-10-30",53.343967,-1.774528,"https://live.staticflickr.com/112/283455362_7e86e42688_m.jpg",0.1123207361,"Tilia x petiolaris","Pendent Silver Lime",0,"All Rights Reserved","https://live.staticflickr.com/112/283455362_7e86e42688_b.jpg","https://www.flickr.com/photos/10651136@N00/283455362",4363
290553570,"93216973@N00","Golden trees","2006-11-05",53.150738,-1.616102,"https://live.staticflickr.com/106/290553570_f0ee3565c3_m.jpg",0.2714294791,"Viscum album","Mistletoe",3,"Attribution-NonCommercial-NoDerivs License","https://live.staticflickr.com/106/290553570_f0ee3565c3_b.jpg","https://www.flickr.com/photos/93216973@N00/290553570",1135
15257887672,"108361984@N05","Peak district Derbyshire","2007-01-01",53.305018,-1.624796,"https://live.staticflickr.com/5553/15257887672_45b1a4ff8c_m.jpg",0.2882600725,"Anemone hupehensis",NA,0,"All Rights Reserved","https://live.staticflickr.com/5553/15257887672_45b1a4ff8c_b.jpg","https://www.flickr.com/photos/108361984@N05/15257887672",2549
378371909,"81073654@N00","Precocious Camellia","2007-02-03",53.602335,-1.800127,"https://live.staticflickr.com/179/378371909_ac7a9eefc9_m.jpg",0.9791793823,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/179/378371909_ac7a9eefc9_b.jpg","https://www.flickr.com/photos/81073654@N00/378371909",4093
378524447,"81073654@N00","Crocus","2007-02-03",53.602335,-1.800127,"https://live.staticflickr.com/124/378524447_1fc38396d8_m.jpg",0.5024757385,"Crocus chrysanthus","Golden crocus",4,"Attribution License","https://live.staticflickr.com/124/378524447_1fc38396d8_b.jpg","https://www.flickr.com/photos/81073654@N00/378524447",2497
378524446,"81073654@N00","Iris Reticulata","2007-02-03",53.602335,-1.800127,"https://live.staticflickr.com/142/378524446_3bcd00f028_m.jpg",0.1619872898,"Iris spuria","Blue iris",4,"Attribution License","https://live.staticflickr.com/142/378524446_3bcd00f028_b.jpg","https://www.flickr.com/photos/81073654@N00/378524446",4951
381793924,"54601101@N00","Winter Aconites","2007-02-05",53.224998,-1.629667,"https://live.staticflickr.com/182/381793924_a39a9d4f64_m.jpg",0.759521246,"Eranthis hyemalis","Winter-aconite",0,"All Rights Reserved","https://live.staticflickr.com/182/381793924_a39a9d4f64_b.jpg","https://www.flickr.com/photos/54601101@N00/381793924",2129
382180669,"81073654@N00","Spring Came Too Early","2007-02-06",53.602335,-1.800127,"https://live.staticflickr.com/164/382180669_7a1a5a9bd9_m.jpg",0.09431611747,"Sternbergia colchiciflora",NA,4,"Attribution License","https://live.staticflickr.com/164/382180669_7a1a5a9bd9_b.jpg","https://www.flickr.com/photos/81073654@N00/382180669",3420
4916218654,"60067959@N00","Valentine Rose","2007-02-14",53.52476,-1.67152,"https://live.staticflickr.com/4123/4916218654_78dede8ec8_m.jpg",0.8539622426,"Rosa chinensis","Bengal rose",0,"All Rights Reserved","https://live.staticflickr.com/4123/4916218654_78dede8ec8_b.jpg","https://www.flickr.com/photos/60067959@N00/4916218654",755
399849895,"81073654@N00","Anemone de Caen","2007-02-23",53.602335,-1.800127,"https://live.staticflickr.com/171/399849895_6cecf131e2_m.jpg",0.9181075096,"Anemone coronaria","Poppy anemone",4,"Attribution License","https://live.staticflickr.com/171/399849895_6cecf131e2_b.jpg","https://www.flickr.com/photos/81073654@N00/399849895",4425
399783932,"81073654@N00","Camellia into bloom","2007-02-23",53.602335,-1.800127,"https://live.staticflickr.com/173/399783932_2afc6aff2f_m.jpg",0.5151222944,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/173/399783932_2afc6aff2f_b.jpg","https://www.flickr.com/photos/81073654@N00/399783932",4963
400821769,"75424716@N00","Ewan and Rick","2007-02-24",53.348554,-1.809486,"https://live.staticflickr.com/140/400821769_b6575bb90c_m.jpg",0.01917382702,"Monotropa uniflora","Indian-pipe",2,"Attribution-NonCommercial License","https://live.staticflickr.com/140/400821769_b6575bb90c_b.jpg","https://www.flickr.com/photos/75424716@N00/400821769",4950
400826655,"81073654@N00","Shameless Snowdrop","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/153/400826655_ca491665d1_m.jpg",0.4965612888,"Galanthus elwesii","Giant snowdrop",4,"Attribution License","https://live.staticflickr.com/153/400826655_ca491665d1_b.jpg","https://www.flickr.com/photos/81073654@N00/400826655",3342
400701695,"81073654@N00","Camellia raindrops","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/145/400701695_cd5f439e45_m.jpg",0.05174875259,"Etlingera elatior","Philippine waxflower",4,"Attribution License","https://live.staticflickr.com/145/400701695_cd5f439e45_b.jpg","https://www.flickr.com/photos/81073654@N00/400701695",4219
400826639,"81073654@N00","Camellia revisited","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/167/400826639_6570c76863_m.jpg",0.3964988589,"Rosa chinensis","Bengal rose",4,"Attribution License","https://live.staticflickr.com/167/400826639_6570c76863_b.jpg","https://www.flickr.com/photos/81073654@N00/400826639",540
400701687,"81073654@N00","Camellia come rain come shine","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/176/400701687_eaf354a070_m.jpg",0.2557561994,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/176/400701687_eaf354a070_b.jpg","https://www.flickr.com/photos/81073654@N00/400701687",2166
400826647,"81073654@N00","Camellia dried off","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/185/400826647_f580103600_m.jpg",0.3271534145,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/185/400826647_f580103600_b.jpg","https://www.flickr.com/photos/81073654@N00/400826647",4358
400826652,"81073654@N00","Daffodil","2007-02-24",53.602335,-1.800127,"https://live.staticflickr.com/140/400826652_71a82aecb3_m.jpg",0.09525023401,"Tulipa sylvestris","Wild tulip",4,"Attribution License","https://live.staticflickr.com/140/400826652_71a82aecb3_b.jpg","https://www.flickr.com/photos/81073654@N00/400826652",531
402161022,"81073654@N00","Skimmia Japonica","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/188/402161022_b20b149221_m.jpg",0.8275157213,"Skimmia japonica","Skimmia",4,"Attribution License","https://live.staticflickr.com/188/402161022_b20b149221_b.jpg","https://www.flickr.com/photos/81073654@N00/402161022",1913
402149393,"81073654@N00","Anemone Blanda","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/125/402149393_3568892cbe_m.jpg",0.3866968453,"Anemone blanda","Balkan anemone",4,"Attribution License","https://live.staticflickr.com/125/402149393_3568892cbe_b.jpg","https://www.flickr.com/photos/81073654@N00/402149393",4188
402237975,"81073654@N00","Daffodil","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/140/402237975_8b8fa620e1_m.jpg",0.5262614489,"Narcissus pseudonarcissus","Tenby daffodil",4,"Attribution License","https://live.staticflickr.com/140/402237975_8b8fa620e1_b.jpg","https://www.flickr.com/photos/81073654@N00/402237975",2454
402262536,"81073654@N00","Camellia","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/179/402262536_9925ea5f0e_m.jpg",0.7984787822,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/179/402262536_9925ea5f0e_b.jpg","https://www.flickr.com/photos/81073654@N00/402262536",2690
402137454,"81073654@N00","Helleborus","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/148/402137454_256e64f507_m.jpg",0.07061963528,"Begonia cucullata","Clubbed Begonia",4,"Attribution License","https://live.staticflickr.com/148/402137454_256e64f507_b.jpg","https://www.flickr.com/photos/81073654@N00/402137454",3270
402237972,"81073654@N00","Camellia","2007-02-25",53.602335,-1.800127,"https://live.staticflickr.com/133/402237972_c5595adf28_m.jpg",0.6467314363,"Camellia japonica","Camellia",4,"Attribution License","https://live.staticflickr.com/133/402237972_c5595adf28_b.jpg","https://www.flickr.com/photos/81073654@N00/402237972",183
407897081,"81073654@N00","Daffodil No 1 shows the way","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/186/407897081_b21a32e120_m.jpg",0.8940489888,"Narcissus pseudonarcissus","Tenby daffodil",4,"Attribution License","https://live.staticflickr.com/186/407897081_b21a32e120_b.jpg","https://www.flickr.com/photos/81073654@N00/407897081",2214
407750093,"81073654@N00","Anemone Blanda","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/155/407750093_4bd0bedd00_m.jpg",0.4600419402,"Anemone blanda","Balkan anemone",4,"Attribution License","https://live.staticflickr.com/155/407750093_4bd0bedd00_b.jpg","https://www.flickr.com/photos/81073654@N00/407750093",3103
407732880,"81073654@N00","Daffodil No. 1","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/174/407732880_14871da9c4_m.jpg",0.4855833054,"Narcissus pseudonarcissus","Tenby daffodil",4,"Attribution License","https://live.staticflickr.com/174/407732880_14871da9c4_b.jpg","https://www.flickr.com/photos/81073654@N00/407732880",1347
407750099,"81073654@N00","Anemone Blanda","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/177/407750099_c5f0c76068_m.jpg",0.9638706446,"Anemone blanda","Balkan anemone",4,"Attribution License","https://live.staticflickr.com/177/407750099_c5f0c76068_b.jpg","https://www.flickr.com/photos/81073654@N00/407750099",404
407750090,"81073654@N00","Anemone Blanda","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/155/407750090_6af279c2f9_m.jpg",0.9437767863,"Anemone blanda","Balkan anemone",4,"Attribution License","https://live.staticflickr.com/155/407750090_6af279c2f9_b.jpg","https://www.flickr.com/photos/81073654@N00/407750090",3178
407722668,"81073654@N00","Helleborus in shade","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/165/407722668_8506c68239_m.jpg",0.7464668751,"Helleborus orientalis","Lenten-rose",4,"Attribution License","https://live.staticflickr.com/165/407722668_8506c68239_b.jpg","https://www.flickr.com/photos/81073654@N00/407722668",4243
407722671,"81073654@N00","Helleborus in the sun","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/157/407722671_c94fb19561_m.jpg",0.9457685351,"Helleborus orientalis","Lenten-rose",4,"Attribution License","https://live.staticflickr.com/157/407722671_c94fb19561_b.jpg","https://www.flickr.com/photos/81073654@N00/407722671",436
407732879,"81073654@N00","Daffodil No. 1","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/160/407732879_edb393ba1e_m.jpg",0.7982444167,"Narcissus pseudonarcissus","Tenby daffodil",4,"Attribution License","https://live.staticflickr.com/160/407732879_edb393ba1e_b.jpg","https://www.flickr.com/photos/81073654@N00/407732879",657
407722670,"81073654@N00","Helleborus in the sun","2007-03-02",53.602335,-1.800127,"https://live.staticflickr.com/149/407722670_720329db54_m.jpg",0.7480353117,"Helleborus orientalis","Lenten-rose",4,"Attribution License","https://live.staticflickr.com/149/407722670_720329db54_b.jpg","https://www.flickr.com/photos/81073654@N00/407722670",2580
424139340,"81073654@N00","Vinca Minor - The Periwinkle","2007-03-17",53.602335,-1.800127,"https://live.staticflickr.com/175/424139340_442f3500eb_m.jpg",0.8811315298,"Vinca minor","Common periwinkle",4,"Attribution License","https://live.staticflickr.com/175/424139340_442f3500eb_b.jpg","https://www.flickr.com/photos/81073654@N00/424139340",875
424139379,"81073654@N00","Helleborus","2007-03-17",53.602335,-1.800127,"https://live.staticflickr.com/179/424139379_6a41584295_m.jpg",0.96170187,"Helleborus orientalis","Lenten-rose",4,"Attribution License","https://live.staticflickr.com/179/424139379_6a41584295_b.jpg","https://www.flickr.com/photos/81073654@N00/424139379",1726
442072085,"81073654@N00","Hyacinth","2007-04-01",53.602335,-1.800127,"https://live.staticflickr.com/190/442072085_3574937673_m.jpg",0.9262132645,"Hyacinthus orientalis","Hyacinth",4,"Attribution License","https://live.staticflickr.com/190/442072085_3574937673_b.jpg","https://www.flickr.com/photos/81073654@N00/442072085",1812
456410184,"99601709@N00","DSC00566","2007-04-04",53.222622,-1.759464,"https://live.staticflickr.com/220/456410184_1900ba9bcb_m.jpg",0.6352846026,"Ficaria verna","Fig buttercup",3,"Attribution-NonCommercial-NoDerivs License","https://live.staticflickr.com/220/456410184_1900ba9bcb_b.jpg","https://www.flickr.com/photos/99601709@N00/456410184",5206
456424407,"99601709@N00","DSC00528","2007-04-04",53.235797,-1.784269,"https://live.staticflickr.com/170/456424407_46867e2a8c_m.jpg",0.5637129545,"Narcissus pseudonarcissus","Tenby daffodil",3,"Attribution-NonCommercial-NoDerivs License","https://live.staticflickr.com/170/456424407_46867e2a8c_b.jpg","https://www.flickr.com/photos/99601709@N00/456424407",2998
446334830,"81073654@N00","Pieris Forest Flame","2007-04-04",53.602335,-1.800127,"https://live.staticflickr.com/192/446334830_6652c8c581_m.jpg",0.9681056738,"Pieris japonica","Japanese pieris",4,"Attribution License","https://live.staticflickr.com/192/446334830_6652c8c581_b.jpg","https://www.flickr.com/photos/81073654@N00/446334830",3648
